name,address,website,normal_score
Augustiner Burgerheim,"Bergmannstr. 33, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1341570,4.0
Zur Gartenlaube,"Dachauer Str. 293, 80992 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1341573,4.5
Dillinger's,"Hofmannstr. 19, 81379 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1341707,4.0
Unionsbrau,"Einsteinstr. 42, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1341708,3.5
Sappralott,"Donnersberger Straße 37, 80634 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1341709,4.0
Leib & Seele,"Oettingenstrasse 36, 80538 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1341710,4.0
Sankt Emmeramsmuhle,"St. Emmeram 41, 81925 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1341711,4.0
Gaststatte Nurnberger Bratwurst Glockl am Dom,"Frauenplatz 9, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1341713,4.0
Loewenbraukeller,"Nymphenburgerstrasse 2 am Stiglmaierplatz, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1341715,3.5
Tattenbach Wirtshaus & Stuberl,"Tattenbachstr. 6, 80538 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1341719,4.5
Jahrhundertsosse Essen Bosnawurst Grillfleischsandwich,"Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1341722,5.0
Beim Schichtl -das Zelt,"Theresienwiese 7, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1341731,4.0
Hirschau im Englischen Garten,"Gysslingstr. 15, 80805 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1341732,4.0
Riedmair,"Leopoldstrasse 182 Schwabing, 80804 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13417727,3.5
SPORTARENA BAYERNLB,"Osterwaldstr. 76, 80805 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342148,4.5
Hopfengarten,"Siegenburger Str. 43, 81373 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342151,3.5
Wirtshaus am Rosengarten,"Westendstr. 305 Westpark, 81377 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342155,3.0
Satluj,"Woerthstr. 9, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342352,4.0
Indisches Restaurant Safran Sheikh Rony,"Steinstr. 79, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342354,3.5
Guru,"Wasserburger Landstr. 204, 81827 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342361,4.0
Tatonka,"München, Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342489,
Paradiso,"Lerchenfeldstr. 11, 80538 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342495,4.5
Passaparola,"Kaiserstr. 47, 80801 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342534,4.0
Porto Cervo,"Schellingstr. 122, 80798 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342536,4.0
Al Pacino,"Leopoldstr. 87, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342537,4.0
Trattoria Gennaro Bussone O'Scugnizz,"Thalkirchner Str. 126, 81371 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342540,4.0
La Prima Volta Inh. Barbagiovanni Antonio,"Thorwaldsenstr. 25, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342545,4.5
Sesto Senso Pizza & Bar,"Ohlmuellerstr. 12, 81541 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342546,4.0
Da Bello e Bello,"Elisabethstr. 19, 80796 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342547,4.0
Trattoria Piccolo Mondo,"Fasangartenstr. 106, 81549 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342548,4.0
Ristorante Tassilo da Sebastiano,"Balanstr. 34, 81669 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342554,4.0
Kumasan,"Blutenburgstr. 31, 80636 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342721,3.5
Ichi Ban,"Wasserburger Landstr. 145, 81827 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342722,3.5
Sushibar,"Marschallstr. 2, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342723,4.0
Mitani,"Rablstr. 45, 81669 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342724,4.0
Sushiya Sansaro,"Amalienstr. 89 80799 Munich, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342726,4.0
Yorma's AG,"Bahnhofplatz 2, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342979,4.0
ISOT Bistro,"Tegernseer Landstr. 33, 81541 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342981,4.0
Umeshu Sushi Bar & Take Away,"Elsenheimerstr. 49, 80687 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342986,4.5
Mai Garten,"Ohlmuellerstr. 24, 81541 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1342992,4.0
Haus des Lachelns,"Suedparkallee 15, 81379 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1343089,4.0
Yam Bai - Asia Garden,"Sendlinger Str. 37, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1343125,4.0
Asiatisches-Schnellrestaurant im Bahnhof MU,"Bahnhofplatz, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1343147,3.0
Tem Thai Cooking,"Bayernplatz 72, 80796 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1343148,3.5
Pappasitos,"Erika-Mann-Str. 60, 80636 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1343201,2.5
Mexikanisch,"Mariannenstr. 3, 80538 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1343202,
PANEM,"Bahnhofplatz 1, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1343265,
Le Menue,"München, Address: Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1343267,
Little Pajas,"Friedrichshafener Str. 17 München-Westkreuz, 81243 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13433238,5.0
Koreanisch,"Leopoldstr. 120, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1343328,4.0
Kaimug,"Hanauer Str. 68, 80993 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13436597,3.5
zum Pasinger,"Landsberger Str. 503, 81241 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344076,
Beim Sedlmayr,"Westenriederstr. 14, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344078,4.0
Zoe's,"Cosimastr. 133, 81925 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344085,3.5
Zum Blaustern,"Wackersberger Str. 65, 81371 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344087,4.5
Zum Dachs,"Saebener Str. 173, 81545 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344089,4.0
Zum Jennerwein,"Belgradstr. 27, 80796 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344094,5.0
Naumanns Huttnwirt,"Richard-Strauss-Str. 13, 81677 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344131,4.5
Leiberheim,"Nixenweg 9, 81739 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344132,4.0
Conviva im Blauen Haus der Münchner Kammerspiele,"Hildegardstr. 1, 80539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344135,4.0
Wirtshaus Zamdorfer,"Schwarzwaldstr. 2a, 81677 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344136,4.0
Sakrisch Guat,"Freisinger Landstr. 60, 80939 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344140,3.5
Agnes 9,"Agnesstr. 9, 80798 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344142,4.5
Truderinger Wirtshaus,"Kirchtruderinger Str. 17, 81829 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344143,4.5
Peter And Wolff,"Arnulfstr. 4 80335 Munich, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344148,4.0
Mariannenhof,"Mariannenstr. 1, 80538 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344151,4.5
Incontro,"Werdenfelsstr. 70, 81377 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344531,4.5
Il Grappolo,"Adalbertstr. 28, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344537,4.0
Baricentro,"Sebastiansplatz 5, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344538,4.0
Ristorante Pizzeria Mixto,"Lindwurmstr. 13 Am Sendliger Tor, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344546,4.5
Trattoria Da Fausto,"Helmtrudenstrasse 1 Ecke Ungererstr., 80805 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1344547,4.5
Gegenueber,"Barer Str. 80 gegenüber vom Café Barer61 Tram 27/28 Schellingstraße, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13445492,4.5
Kuchentratsch,"Landsberger Str. 59 Im Hinterhof, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13447881,5.0
Cafe Neuhauser Schwabing,"Belgradstrasse 1, 80796 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13452414,3.5
Beef Crew,"Rosenheimer Str. 2, 81669 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13457020,4.0
Bibulus,"Siegfriedstr. 11, 80803 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1346226,4.5
Da Claudio,"Tuerkenstr. 38, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1346227,4.0
Rapido,"Schleissheimer Str. 194, 80797 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1346231,3.5
Pizzeria Ristorante Lachoni,"Leopoldstrasse 173, 80804 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13468857,4.0
SantoLoco Surf Cafe,"Eisenmannstr. 4, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13470375,5.0
Theatiner,"Theatinerstr. 33, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1347712,3.5
Da Antonio,"Basler Str. 66, 81476 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1347844,3.5
Celebrita,"Wiener Platz 4, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1347846,3.5
Al Campo,"Schwanseestr. 81, 81549 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1347848,
Joanna's Schmankerl,"Feldbergstr. 6, 81825 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13489866,5.0
Pommes Freunde OEZ München,"Hanauer Str. 68 Im OEZ, 80993 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13499939,2.0
Stengelhof,"Stengelstr. 2, 80805 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1350444,4.0
Sudstadt,"Thalkirchner Str. 29, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1350446,4.5
Siebenbrunn Wirtshaus & Biergarten am Tierpark,"Siebenbrunner Str. 5, 81543 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1350447,4.0
Electric Elephant,"Katharina-von-Bora-Str. 8A Im Innenhof, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13506200,4.0
Servabo,"Pariser Str. 15, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1351410,4.5
Shalizar,"Seidlstr. 2, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1351411,3.5
Schmankerlkuchl,"Amalienstr. 26, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1351414,
Rusticana,"Grillparzerstr. 5, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1352153,4.0
Dudu,"Augsburgerstr. 1 Eingang an der Thalkirchnerstr., 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1352863,4.5
Restaurant Piatsa,"Leopoldstr. 33, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1352868,4.5
Restaurant Plastiras,"Dachauer str 334 A, 80993 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1352869,4.5
Kreillies - Das Backhaus,"Kreillerstr.103, 81825 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13531950,3.5
Restaurant Cafe Nordlicht,"Lautensackstr. 2, 80687 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1353491,
Pop-As,"Thalkirchner Str. 12, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1353492,
Asia Lebensmittel,"Mozartstr. 3, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13535922,4.5
La Fantastica,"Boschetsrieder Str. 118, 81379 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13535935,4.5
Heinrich Matters,"Luisenstrasse 47, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13540813,4.0
Kreta kafe,"Nordendstr. 60, 80801 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13542409,4.5
Da Angelo,"Franz-Joseph-Str. 48, 80801 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1354400,4.0
Pequeno Haidhausen,"Lucile-Grahn-Str. 25, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1354402,4.0
Ochsengarten,"Muellerstr. 47, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1354405,3.5
Café Hanoi,"Partnachplatz 9, 81373 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13544182,4.5
Emmi‘s Kitchen,"Buttermelcherstr. 11-15, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13546066,4.0
Rila,"Kaulbachstr. 33, 80539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1354724,4.5
Nockerstuberl,"St.-Bonifatius-Str. 2, 81541 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1354728,4.0
Mezzogiorno,"Langobardenstr. 2, 81545 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1354731,4.0
Minh,"Kapuzinerstr. 7, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1354732,4.5
Montana Restaurant,"Bayerstr. 33, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1354734,3.5
Perlacher Hof,"Sebastian-Bauer-Str. 13, 81737 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1355046,4.0
Meindleck,"Meindlstr. 4, 81373 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1355048,4.5
Melcher's,"Buttermelcherstr. 21, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1355049,4.0
Lowenbraustuberl,"Willibaldstr. 19, 80687 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1355050,4.0
Landtagsgaststätte im Maximilianeum,"Max-Planck-Str. 1 Eingang auf der Isar-Seite, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1355313,3.0
Lenbachstube,"Maximiliansplatz 18, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1355316,4.0
La Capannina,"Weitlstr. 142, 80995 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1355536,4.5
Konig Ludwig an der Messe Schank- und Speisewirtschaft,"Willy-Brandt-Platz 5 Riem Arcaden, 81829 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1355759,3.5
Kidlerstuberl,"Kidlerstr. 11, 81371 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1355761,
Kalypso,"Agnesstr. 8, 80801 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1355766,3.0
Pablo Panini,"Flößergasse 5c, 81369 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13557702,4.5
Oeding Freihamer Wirtshaus,"Freihamer Allee 21, 81249 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1356010,
Hopfendolde,"Feilitzschstrasse 17, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1356012,3.0
Iberl Bühne,"Wilhelm-Leibl-Str. 22, 81479 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1356014,4.0
Il Bocco,"Wilhelmstr. 43, 80801 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1356015,3.5
Vogelmeier Kaffeerosterei,"Einsteinstrasse 125, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13560537,4.5
Eatery,"Heimeranstr. 39, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1356203,3.0
Bayerisches Staatsministerium fuer Umwelt Gesundheit und Verbraucherschutz,"Rosenkavalierplatz 2, 81925 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1356204,4.0
Happy Au`r Limited,"Lilienstr. 22, 81669 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1356209,4.0
Hechtsprung im Dantebad,"Homerstr. 3, 80637 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1356212,4.0
Glockenbach,"Muellerstr. 49, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1356401,3.5
Gaststatte Landsberger Eck Ihn. Murina Madzarevic,"Landsberger Str. 108, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1356623,1.5
Willenlos,"Grafinger Str. 6, 81671 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1356805,3.0
Fasanenstuberl,"Leberbluemchenstr. 20, 80995 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1356813,3.5
Fellstuberl,"Sedlmayrstr. 28, 80634 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1356814,
Foyer Restaurant im Oberanger Theater,"Oberanger 38, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1356816,4.5
Platonas Taverna,"Maria-Eich-Str. 5, 81243 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13569530,4.5
Signor Rossi OHG,"Faerbergraben 5, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1357230,3.5
Dampflok,"Fuerstenrieder Str. 121, 80686 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1357231,
Derby Weinpub,"Goethestr. 28, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1357232,
Cafe Romanplatz,"Romanplatz 3, 80639 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1357378,4.0
Speiserei Volksbad - Cafe Bar Restaurant Terrasse,"Rosenheimer Str. 1 Muller'schen Volksbad, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1357508,4.0
Bruckerl,"Goteboldstr. 189, 81249 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1357510,1.0
Bienenheim,"Bienenheimstr. 11, 81249 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1357620,3.5
Ausstellungspark,"Schwanthalerstr. 158, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1357773,
Aquamarin,"Prinzregentenplatz 8, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1358106,3.5
Alibi,"Schillerstr. 24, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1358108,
Zur Gruam,"Thalkirchner Str. 114, 81371 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1358221,3.0
Pad Thai Restaurant,"Kirchenstr. 96, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13587379,4.0
Cevicheria Pez,"Occamstrasse 26, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13602705,4.5
Medi Doner,"Bahnhofpl. 2, 80335, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13693219,1.0
Friends Afghanisch & Persisches Restaurant,"Kirchenstr. 62, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13727172,5.0
Weinwirtshaus zum Schönfärber,"Kazmairstr. 28, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13768240,4.0
Bami House 1976 Leopoldstrasse,"Leopoldstr. 44, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13773295,3.5
Bami House 1976 Schellingstrasse,"Schellingstr. 20, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13773302,4.0
Liquid Spirit,"Bayerstrasse 49, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13783763,4.0
Weltwirtschaft,"Schwanthalerstr. 80, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13794767,4.5
San Lucas Kaffeewirtschaft,"Augustenstr. 113 Augustenstraße Ecke Zieblandstraße, 80798 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13796476,3.5
Matiz . Küche des Südens,"Candidplatz 9, 81543 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13812322,4.5
Babuni Pierogeria & Cafe,"Landsberger Str. 137, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13814619,5.0
Cafe Klenze,"Barer Str. 27 in der Alten Pinakothek, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1381925,3.5
Bento Box Munchen,"Leopoldstr. 42, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1382626,3.5
Valentinum Bar & Terrace,"Berliner Str. 85 Steigenberger Hotel Munchen, 80805 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13838354,4.0
Frisches Bier,"Thalkirchnerstraße 53, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13839703,4.5
Michael Dillinger - Eis & Schokolade,"Kardinal-Faulhaber Strasse 11 Fünf Höfe / Prannerpassage, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13854187,4.5
Theresas Crepeladl,"Ursulastrasse 10, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13866656,5.0
La Ruota - Integrale,"Gotthardstr. 8, 80686 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13902984,4.0
Xaver's,"Rumfordstr. 35, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13911095,4.0
Duett Munchen,"Kreillerstrasse 66, 81673 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13915005,5.0
Fischladen Bogenhausen,"Oberföhringerstr 2, 81679 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13925513,5.0
Familienbackerei Kistenpfennig,"Knorrstrasse 91, 80807 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13936280,3.5
VollCorner Cucina,"Würmtalstraße 95, 81375 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13958405,5.0
La Trattoria,"Resi-Huber-Platz 1, 81371 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13958563,4.5
Paprika Haus Am Viktualienmarkt,"Frauenstraße 10, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13958645,
Mamma Minuti,"Domagkstraße 26, 80807 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13962212,
LEGER AM DOM Restaurant & Bar,"Kaufinger Strasse 24, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13963165,3.5
Schwarz  & Weiz Restaurant,"Sofitel Munchen Bayerpost 12 Bayerstraße, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1396524,4.0
Cafe MoKKa,"Schmellerstrasse 13, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13966729,5.0
La Cantinetta di Sergio Bolzan,"Neumarkter Str. 77, 81673 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13968799,4.5
Pirlo,"Edlingerplatz 4, 81543 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13974321,4.5
GelatOk,"Terofalstrasse 8, 80689 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13980325,5.0
Cho Que,"Albert-Rosshaupter-Str. 13, 81369 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13981293,5.0
Köy Kahvaltisi Riedmoos,"Gollierstrasse 18, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13982031,
Leib & Siegel,"Auenstrasse 100, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13983868,5.0
Restaurant Vitello,"Domagkstrasse 26, 80807 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13985848,4.0
Ruff’s Burger & Bar,"Mullerstrasse 56, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13992270,4.0
Restaurant Alte Heide,"Froettmaninger Str. 18b, 80805 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13994037,4.5
Hoi An Bistro,"Truderinger Str. 263, 81825 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13996715,3.5
Cafe am Josephplatz,"Augustenstr. 112, 80798 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d13999306,5.0
Restaurant FREIZEIT im 1880,"Tuebinger Str. 10, 80686 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d14013188,3.0
Hoa Thoa,"Landsbergerstrasse 447 Eingang Am Knie, 81241 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d14019571,5.0
Bistro Domenico,"Schillerstr. 24, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d14029341,4.0
Bambusgarten,"Parkackerstrasse 2, 82008 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d14033362,3.0
Roobies Burger & Bar,"Lautensackstr. 2B, 80687 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d14033429,3.0
Sushi  2 Go,"Lindwurmstrasse 102, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d14034175,5.0
Dean & David,"Schellingstrasse 13, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d14034944,4.5
La Locandiera,"Therese-Giehse-Allee 76, 81739 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d14045970,4.5
Pommes Freunde Pasing,"Pasinger Bahnhofsplatz 6, 81241 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d14047998,3.0
H Funf,"Theatinerstrasse 15 Fünf Höfe Plaza, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d14062352,4.0
Pommes Freunde Isartor,"Zweibruckenstrasse 4, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d14062360,3.5
Restaurant Hindukush,"Landwehrstr. 44, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d14064599,4.0
Mary's Coffee Club,"Amalienstrasse 89 Amelienpassage entrance on the left next to Türkenstrasse 84, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d14066750,3.5
