name,address,website,normal_score
Café Blücher,"Keferloherstr. 87, 80807 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1884714,4.0
die Fasanerie,"Hartmannshofer Str. 20, 80997 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1884755,3.5
L'Incontro,"Lilienstrasse 67, 81669 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18849323,4.0
Cafe Kosmos,"Dachauer Str. 7, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1885457,4.5
Best Doner,"Plinganserstr. 19, 81369 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18856392,5.0
Kilians Irish Pub,"Frauenplatz 11, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1886528,4.0
Baumkirchner,"Josephsburgstr. 25, 81673 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1888191,4.5
Privat Backerei Wimmer,"Bunzlauerstrasse 3, 80992 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18894039,5.0
La Passione,"Schneckestr. 17, 81737 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18902806,3.0
True Brew Brewing Co.,"Dreimuhlenstrasse 25, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18917137,4.5
Pancakes Isartor,"Baaderstr. 12, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18920808,4.5
Pepino Pizza,"Oettingenstrasse 26, 80538 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18922238,5.0
Taklamakan Uighurisches Restaurant,"Isartorplatz 4, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18956131,4.0
Hoflinger Der Munchner Backer,"Dachauer Str. 4 near Hirtenstrasse, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18962676,4.0
Cafe Tilis,"Schloerstrasse 11, 80634 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18963747,4.5
Ratschiller's,"Bunzlauer Str. 11 Moosach, 80992 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18963766,3.5
Al Shaam,"Leonrodstr. 45, 80636 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18966688,3.0
Anh Tien Restaurant,"Riesenfeldstrasse 18, 80809 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18966732,5.0
Restaurant MaxiMahl,"Bauhausplatz 3, 80807 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18968320,
Soy - Vegan & vietnamesisch essen,"Theresienstrasse 93, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18968441,4.0
Fauanees Baghdad,"Schillerstr. 21, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18971832,
Spuntino Italiano,"Westendstrasse 170, 80686 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18971904,4.5
A Casa Tua,"Emil-Geis-Str. 16, 81379 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d18977068,3.0
Marais,"Parkstr. 2, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1900129,4.0
NO 26 Gaststaette,"Leopoldstr. 244 a, 80807 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1901377,4.0
Bistro Harmony,"Arabellastrasse, 5, 81925 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19015178,4.5
Osterwaldgarten,"Keferstr. 12, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1902739,4.0
Restaurant Einstein,"St.-Jakobs-Platz 18, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1903460,4.0
Restaurant Jasmin,"Lindwurmstr. 167, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1905582,4.5
Pizza Amaretto,"Agilolfingerstr. 28, 81543 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1905765,4.0
Vits der Kaffee,"Rumfordstr. 49, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1905770,4.5
Vietnam Thai China Garden Restaurant,"Schillerstr. 16, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1905815,4.0
Bei Giovanni,"Lindwurmstr. 169, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1906012,4.5
Fischer-Vroni,"Matthias-Pschorr-Str. 4 Theresienwiese, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1906085,4.5
Cafe Fortuna,"Sedanstr. 18, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1906289,4.0
Cafe Bar Flori,"Einsteinstrasse 185, 81677 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19063338,
Restaurant Hoa Quynh,"Elsenheimerstr. 26, 80687 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1907254,4.5
Dhaba,"Belgrad Strasse 16, 80796 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1907370,4.5
il gaudente,"Hohenschwangaustr. 17, 81549 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19077591,
Kaiten Asia,"Altheimer Eck 12, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1908481,2.5
Osteria la Baia,"Straubinger Str. 9, 80687 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19088260,4.0
Restaurant Kaminstube,"Am Moosfeld 35, 81829 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19088460,3.5
Cafe La Maison,"Weissenburgerstrasse 6, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19091312,5.0
Eiscafe Venezia,"Rotkreuzplatz 8, 80634 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19100577,
Oanh 65,"Lindwurmstrasse 65, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19101288,5.0
Osteria da Antonio,"Fasaneriestr. 4, 80636 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1910864,4.0
Sakura Sushi Bar,"Prannerstr. 1, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1911020,3.0
Zum Flaucher,"Isarauen 8, 81379 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1911512,4.0
Seafood Sylt,"Nordallee 25 Terminalstrasse Munich Airport - Terminal 2 - F04 - Departure, Gate G, 85356 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19117592,2.5
"Café Haferkater, Pasing","Pasinger Bahnhofsplatz 8, 81241 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19122385,4.5
Wirtshaus zum Alten Kreuz,"Falkenstr. 23, 81541 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1913543,4.5
Dhatri,"Forstenrieder Allee 29, 81476 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19139311,3.0
Dunkin',"Orleansplatz 10 Ostbahnhof Haupteingang, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19139339,
Dunkin',"Bayerstr. 10A, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19139343,
Dunkin',"Hanauerstraße 68 Olympia-Einkaufszentrum, 80993 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19139351,
Dunkin',"Ollenhauerstr. 6 Shopping Mall Neuperlach, 81737 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19139364,
Fink's Sudtiroler Knodelkuche,"Klenzestrasse 40, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19149378,4.5
Roecklplatz,"Isartalstrasse 26, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1915478,4.5
Cafe Parigi,"Pariser Str. 17, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19162366,4.5
Dunkin' Donuts,"Pasinger Bahnhofsplatz 5 Pasing Train Station, 81241 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19186321,
Eat-a-cado,"Örtelplatz 13 im Einkaufszentrum EVER.S, 80999 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19187206,4.5
Fork & Jigger,"Kellerstr. 32, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19213336,5.0
Bodo's Cafezelt,"Theresienwiese Strasse 2, Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19214556,4.0
sweet spot kaffee,"Heiliggeiststr. 1, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19229005,5.0
Arano Italian Restaurant,"Landsberger Str. 108, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19229315,5.0
Time Tagesbar,"Leopoldstrasse 204 A, 80804 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19253627,5.0
BackWerk,"Schwanthalerstr. 41, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19253676,4.0
Beans and Books,"Knorrstrasse 8, 80807 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19261238,5.0
Anoki Contemporary Asian Food,"Maximilianstrasse 2A Hofgraben 9 Palais an der Oper, 80539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19261281,3.5
Cafe Cord,"Sonnenstr. 19, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1926315,4.0
Beans&Books,"Knorrstrasse 8, 80807 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19265240,5.0
Munchens Shakeria,"Petersplatz 8, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19284118,4.0
Ristorante Martinelli,"Wilhelm-Diess-Weg 2, 81927 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1928697,4.5
Madam Chutney,"Frauenstrasse 11, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19315461,4.0
35 millimeter Muenchen,"Bayerstr. 3-5, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1932472,3.5
Nam Giao 31,"Maistr. 31 Naehe Sendlinger Tor, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1932566,4.5
Caffe Vinica,"Schönfeldstrasse 24, 80539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19326650,5.0
Frischfutter,"Hessstrasse 37 Corner Augustenstrasse, 80798 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19327262,4.0
Cafe Atlantico,"Daiserstr. 22, 81371 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19327265,
La Fattoria,"Schlotthauerstr. 16, 81541 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1934070,4.5
El jardín de Lola,"Fehwiesenstr. 117 neben SV Schwarz-Weiß, 81673 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19353970,5.0
Oliviva,"Hanauer Str. 68 Olympia-Einkaufszentrum, 80993 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19357070,4.5
Sweetmeat,"Thalkirchner Str. 57, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19357233,5.0
Rossini,"Tuerkenstr. 76 80799 München, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1937538,4.0
Strangers,"Christophstrasse 3, 80538 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19381022,4.5
Pinturicchio Restaurant,"Werner-Schlierf-Str. 25, 81539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19384426,4.5
Konditorei Woelfl,"Kellerstr. 17, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1938628,5.0
Cafe Sax,"Hans-Sachs-Str. 5, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1938639,3.5
Muenchen72,"Holzstrasse 16, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1938645,3.5
Hamburgerei Schwabing,"Feilitzschstrasse 12, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19387125,3.5
Cafe Luitpold,"Brienner Str. 11, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1940059,3.5
Bami House 1976 Tal,"Tal 1, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19407279,4.5
Heartbeet,"Rosenheimer Str. 109, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19411378,4.5
Eclipse,"Hessstr. 51, 80798 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1941170,4.5
McDonald's,"Hackerbruecke 4, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19421093,2.0
McDonald's,"Bahnhofplatz 2 S-Bahnhof, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19421149,3.0
McDonald's,"Landsberger Str. 412A 412 A, 81241 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19421271,
Ristorante Cafe Roma,"Maximilianstrasse 33, 80539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19423631,3.5
Cafe Glueck,"Palmstr. 4, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1942804,4.5
McDonald's,"Martin-Luther-Str. 26, 81539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19428802,
McDonald's,"Maria-Probst-Str. 1, 80939 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19428806,
McDonald's,"Frankfurter Ring 243, 80807 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19429360,
McDonald's,"Hanauer Strasse 44, 61169 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19430439,
McDonald's,"Fuerstenrieder Str. 26, 80687 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19434155,
McDonald's,"Am Harras 12, 81373 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19434792,3.0
McDonald's,"Faulenbergstrasse 1, 97076 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19435145,
Nam Nam,"Amalienstr. 25, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1943698,3.5
KL - Obermenzing,"Verdistr. 93, 81247 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19437588,5.0
Apla'funky,"Buttermelcherstr. 21, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19437674,5.0
Solo Pizza - Pizzeria Cucina Terrazzo,"Bereiteranger 18 81541 München, 81541 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1943847,4.0
McDonald's,"Regerstrasse 25, 81541 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19438504,
Schmalznudel - Cafe Frischhut,"Praelat-Zistl-Str. 8, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1944619,4.5
Ha - Vietnamese Cuisine,"Gollierstr. 39, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19446819,4.0
Monaco Pizza Baguette,"Kurfürstenstraße 47, 80801 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19454396,1.0
Primo Cafebar Olympiapark,"Coubertinplatz 1 Olympia-Schwimmhalle, 80809 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19455426,
Der Dantler,"Werinherstrasse 15, 81541 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19455471,5.0
Charlie,"Schyrenstrasse 8, 81543 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1945681,3.0
Trattoria Bellini,"Nymphenburger Str. 120, 80636 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1945704,4.5
Fresh Sushi and more,"Theresienhöhe 05 Forum schwanthalerhöhe, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19457676,3.0
DINEA Cafe & Restaurant,"Potschnerstrasse 5, 80634 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19465921,
Call A Pizza,"Keferloherstr. 63, 80809 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19467697,5.0
Arte in Tavola,"Schellingstr. 51, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1947819,4.5
Der Genussmacher münchen,"Clemensstr. 84, 80796 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19488385,
Peter Pane - Munchen Pasing,"Kaflerstrasse 2 - 14 Pasing, 81241 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19494498,2.0
Einst,"st-jakobs-platz 18 Munchen, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19504904,
S'Maillinger,"Maillingerstr. 4, 80636 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1951165,4.5
Shalimar,"Morassistr. 16, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1954011,4.0
Paesano,"Hohenzollerstrasse 124, 80796 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19541342,
Augustiner Am Platzl,"Orlandostr. 5, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1957792,
Kaffee Sonnenschein,"Gietlstr. 17, 81541 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1957836,4.5
Le Potager,"Bayerstr. 41, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1959321,4.0
Le Copain,"Gasteig Rosenheimer Straße 5, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1959808,3.0
Louis,"Tattenbachstr. 1, 80538 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1960191,4.5
JACCI Asian Kitchen,"Ysenburgstr. 13, 80634 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19613744,4.0
SEEN restaurant munich,"Augustenstrasse 7, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19632497,4.0
Laimers Wirtshaus,"Agricolastr. 16, 80687 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1963587,4.0
Mehlfelds Restaurant & Kulturbuhne,"Guardinistr. 98a, 81375 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1966841,4.5
Manufactum Brot & Butter,"Dienerstr. 12, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1967766,4.0
Sushiya Bento,"Lindwurmstr. 108, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1968326,4.0
Park Cafe,"Sophienstr. 7, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1968996,3.5
Aymar Supermarkt,"Bajuwarenstrasse 59, 81825 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19694295,5.0
Cafe Undici,"Fraunhoferstrasse 11, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19701874,5.0
Bi Beo,"Einsteinstrasse 113, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19716464,4.5
Banh Mi Minh,"Bahnhofplatz 7 Karstadt Munchen Bahnhofplatz, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19719030,
Ristorante La Rosa,"Agnes-Bernauer-Str. 85, 80687 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19720753,5.0
Storm in a Coffee Pot,"Ehrengutstrasse 18, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19731931,5.0
Mamas Kebaphaus,"Feilitzschstr. 2, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19731997,4.0
Kai's Kitchen,"Einsteinstr. 50, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19748889,4.0
Ciao Bella,"Willy-Brandt-Platz 5 Riem Arcaden, 81829 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19760607,2.5
Augustiner Kurgarten,"De-la-Paz-Str. 10, 80639 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19762964,5.0
Chocolate & More,"Westenriederstr. 15, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19779970,5.0
Pizzeria Europa,"Oberlaenderstr. 31, 81371 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1978693,4.0
Schnelle Liebe,"Thalkirchner Str. 12, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1978715,3.5
Isarbar Sofitel Munich Bayerpost,"Bayerstr. 12, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1978736,4.5
Diwan,"Nymphenburgerstraße 152a Im Innenhof, 80634 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19796470,5.0
Melik Sweets,"Sonnenstrasse 10, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19805190,3.5
Huna Asia Food,"Graefelfinger Str. 114, 81375 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19805238,5.0
Alter Simpl,"Tuerkenstr. 57, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1980824,4.0
Swagatam Indisches Restaurant,"Elisabethstrasse 12 Elisabethstr.12, 80796 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19813046,4.5
Asia Viet,"Bayerstrasse 15, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19813053,3.0
Gustosa,"Erika-Cremer-Str. 8, 81829 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19820987,3.0
Bar5,"Arabellastrasse 5 Sheraton Munich Arabellapark Hotel, 81925 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19822957,
Karstadt Restaurant,"Bahnhofplatz 7, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19825226,5.0
das Edelweiss,"Edelweissstr. 10, 81541 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1982662,4.0
KULISSE Theater-Restaurant,"Maximilianstr. 26, 80539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1982673,3.5
KAMI Restaurant,"Einsteinstrasse 179, 81677 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19830700,5.0
Restaurant MONA,"Rosenheimerstrasse 15 Hilton Munich City, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19833828,4.5
Privat Backerei Wimmer,"Tegernseer Landstrasse 62, 81541 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19837541,
Officina Sarda,"Nordendstrasse 24, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19838308,5.0
Ristorante Pizzeria Nuovo Mondo Da Rosario,"Blutenburgstr. 2, 80636 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1984696,4.0
Royal Garden China Restaurant & Bar,"Hugo-Weiss-Str. 1, 81827 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1984830,4.0
Garbo by the sea,"Kaiserstr. 67, 80801 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1985842,3.5
Kamato - Sushi for Life,"Arabellastr. 19 Rosenkavalierplatz am Arabellapark, 81925 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19859169,4.5
Bebeq Restaurant & Bar,"Fritz-Endres-Str. 4, 81373 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19860017,
Il Casale,"Muenchner Str. 7 Karlsfeld, 81379 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1986353,4.5
Cafe Rischart am Marienplatz,"Marienplatz 18, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1986625,3.5
Alpenstrudel,"Giselastr. 8, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19878661,5.0
Akuo,"Adalbertstrasse 32, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19891238,4.0
Saigon Deli,"Breisacher Str. 18, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19909941,5.0
Osteria Il Tenore,"Falkenturmstr. 10, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1991116,4.5
Feinkost Kaefer,"Prinzregentenstr. 73 Feinkost Käfer, Prinzregentenstraße 73, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19919217,3.0
Wirtshaus Valley's,"Aberlestr. 52, 81371 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1994692,4.5
Coffee Bar in der BMW Welt,"Am Olympiapark 1, 80809 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d1994698,4.0
Osteria Al Pacino,"Schoenfeldstr. 15 a, 80539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19951669,5.0
Da Toto,"Landsberger Str. 199, 80687 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19971596,
Daddy‘s - Bubble Waffle Factory,"Freischuetzstrasse 8, 81927 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d19974242,
Seral Feinkost,"Orleanspl. 3, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d20020653,4.0
Barschwein,"Franzstrasse 3, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d2002585,3.5
Zur Schwalbe,"Schwanthalerstr. 149 Westend, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d2002660,3.0
Pinguini Cafebar,"Unterer Anger 4 Unter den Rundbögen des Bauamts/Hochhaus, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d20027015,5.0
Cafe Aida,"Bahnhofplatz 7 Karstadt Muenchen Bahnhofplatz, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d20027360,5.0
Zum Wolf,"Pestalozzistr. 22, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d20029662,3.5
Sushi Usio,"Dachauer Str. 145A, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d20029678,
Subway,"Kreillerstraße 216, 81825 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d20041404,
Subway,"Mfi Pasing Arcaden Pasinger Bahnhofsplatz 5, 81241 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d20041701,
Ole Madrid,"Haeberlstr. 15, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d2004703,3.5
Max Pett,"Pettenkoferstr. 8, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d2004704,4.0
Bella Roma,"Theodolindenstr. 1, 81545 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d2004705,4.0
Cantinetta popolare,"Nymphenburger Str. 136 Vienna House Easy Muenchen, 80636 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d20053357,
Jawz The Bowl Company,"Leopoldstr. 46, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d20112784,2.5
Lemar,"Viktor-Scheffel-Str. 23 Schwabing, 80803 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d2011453,4.0
Gasthaus Weinbauer,"Fendstr. 5, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d2011970,4.5
Cafe Zimt,"Ehrengutstr. 9, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d2013398,4.0
Sushi Circle,"Bahnhofplatz 7 Karstadt München Bahnhofplatz, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d2013684,3.0
Vietnam Gourmet,"Theresienhoehe 5 Forum Schwanthalerhohe, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d20140700,4.0
Hakeyo House,"Fuerstenrieder Str. 22, 80687 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d2014719,4.0
Tafel & Schwafel,"Augustenstr. 80, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d2015205,4.0
